date,station,alti,tmpf,counts12,counts13,counts23
2024-08-11 07:00:00+00:00,VCBI,29.74,86.0,7280.0,3774.0,7533.0
2024-08-11 08:00:00+00:00,VCBI,29.71,86.0,7184.0,3701.0,7425.0
2024-08-11 09:00:00+00:00,VCBI,29.68,86.0,7285.0,3719.0,7478.0
2024-08-11 10:00:00+00:00,VCBI,29.65,84.2,7363.0,3828.0,7525.0
2024-08-11 11:00:00+00:00,VCBI,29.65,84.2,7456.0,3783.0,7587.0
2024-08-11 12:00:00+00:00,VCBI,29.68,82.4,7471.0,3870.0,7647.0
2024-08-11 13:00:00+00:00,VCBI,29.71,82.4,7245.0,3844.0,7506.0
2024-08-11 14:00:00+00:00,VCBI,29.71,82.4,7344.0,3728.0,7484.0
2024-08-11 15:00:00+00:00,VCBI,29.74,82.4,7422.0,3822.0,7572.0
2024-08-11 16:00:00+00:00,VCBI,29.77,82.4,7231.0,3760.0,7415.0
2024-08-11 17:00:00+00:00,VCBI,29.77,82.4,7196.0,3808.0,7609.0
2024-08-11 18:00:00+00:00,VCBI,29.77,80.6,7452.0,3847.0,7593.0
2024-08-11 19:00:00+00:00,VCBI,29.74,80.6,7365.0,3782.0,7525.0
2024-08-11 20:00:00+00:00,VCBI,29.71,78.8,7232.0,3746.0,7571.0
2024-08-11 21:00:00+00:00,VCBI,29.71,78.8,7230.0,3719.0,7467.0
2024-08-11 22:00:00+00:00,VCBI,29.68,78.8,7411.0,3798.0,7605.0
2024-08-11 23:00:00+00:00,VCBI,29.68,77.0,7372.0,3751.0,7539.0
2024-08-12 00:00:00+00:00,VCBI,29.68,77.0,7418.0,3828.0,7739.0
2024-08-12 01:00:00+00:00,VCBI,29.71,77.0,7504.0,3811.0,7593.0
2024-08-12 02:00:00+00:00,VCBI,29.71,78.8,7438.0,3785.0,7630.0
2024-08-12 03:00:00+00:00,VCBI,29.74,84.2,7173.0,3721.0,7564.0
2024-08-12 04:00:00+00:00,VCBI,29.74,87.8,7462.0,3870.0,7679.0
2024-08-12 05:00:00+00:00,VCBI,29.71,89.6,7362.0,3817.0,7594.0
2024-08-12 06:00:00+00:00,VCBI,29.71,91.4,7420.0,3906.0,7736.0
2024-08-12 07:00:00+00:00,VCBI,29.68,91.4,7530.0,3829.0,7633.0
2024-08-12 08:00:00+00:00,VCBI,29.65,89.6,7461.0,3846.0,7614.0
2024-08-12 09:00:00+00:00,VCBI,29.62,86.0,7365.0,3861.0,7639.0
2024-08-12 11:00:00+00:00,VCBI,29.62,84.2,7482.0,3801.0,7617.0
2024-08-12 12:00:00+00:00,VCBI,29.65,84.2,7413.0,3801.0,7569.0
